"5164,Ronald Reagan,19-Mar-84,54,37,9,0,0,1,1,""Import Fees on Certain Sugars, Sirups and Molasses"",None Listed,"""",2,1,1,1,6,1,2,""Agricultural Adjustment Act 1933, Title 3 Section 301 USC"",12,R,269,166,0,46,54,1,53.5999984741211,101.900001525879,102.400001525879,102.599998474121,103.099998474121,103.400001525879,103.699996948242,104.099998474121,104.5,105,105.300003051758,105.300003051758,105.300003051758,4.30000019073486,8,7.80000019073486,7.80000019073486,7.69999980926514,7.40000009536743,7.19999980926514,7.5,7.5,7.30000019073486,7.40000009536743,7.19999980926514,7.3,7.5,""3,809.60"",""3,908.60"",""3,978.20"",""4,036.30"",""3,933.20"",3536.69995117188,396.5,""3,774.70"",224,330.700012207031,-106.699996948242,N/A,1,1,0,0,0,0,1,0,0,1,-0.400000005960465,1,-0.400001525878906,1,0";
"5291,Ronald Reagan,28-Dec-84,54,37,9,1,0,1,1,To Modify Duties on Certain Articles Used in Civil Aircraft and on Globes,None Listed,"""",2,1,1,2,6,1,2,""Trade and Tariff Act 1984, the Educational, Scientific, and Cultural Material Importation Act 1982, and Trade Act 1974"",17,R,269,166,0,46,54,1,59.0299987792969,101.900001525879,102.400001525879,102.599998474121,103.099998474121,103.400001525879,103.699996948242,104.099998474121,104.5,105,105.300003051758,105.300003051758,105.300003051758,4.30000019073486,8,7.80000019073486,7.80000019073486,7.69999980926514,7.40000009536743,7.19999980926514,7.5,7.5,7.30000019073486,7.40000009536743,7.19999980926514,7.3,7.5,""3,809.60"",""3,908.60"",""3,978.20"",""4,036.30"",""3,933.20"",3536.69995117188,396.5,""3,774.70"",224,330.700012207031,-106.699996948242,N/A,0,1,1,0,0,0,1,0,0,1,5.03000020980835,1,5.02999877929688,1,0";
"5294,Ronald Reagan,28-Jan-85,54,37,9,1,0,0,0,Import Quotas on Certain Sugar Containing Articles,None Listed,"""",2,1,1,1,6,1,2,Agricultural Adjustment Act 1933,12,R,253,182,0,47,53,1,63.6300010681152,105.5,106,106.400001525879,106.900001525879,107.300003051758,107.599998474121,107.800003051758,108,108.300003051758,108.699996948242,109,109.300003051758,3.59999990463257,7.30000019073486,7.19999980926514,7.19999980926514,7.30000019073486,7.19999980926514,7.40000009536743,7.40000009536743,7.09999990463257,7.09999990463257,7.09999990463257,7,7,7.19999980926514,""4,119.50"",""4,178.40"",""4,261.40"",""4,321.80"",""4,220.30"",3933.19995117188,287.100006103516,""3,988.50"",218.800003051758,336.5,-117.699996948242,N/A,1,1,0,0,0,0,1,0,0,1,9.63000011444092,1,9.63000106811523,1,0";
"5297,Ronald Reagan,31-Jan-85,54,37,9,1,0,0,0,""Modification of Tariffs on Certain Sugars, Sirups, and Molasses"",None Listed,"""",3,1,1,2,2,1,2,Trade Expansion Act of 1962 & TSUS,12,R,253,182,0,47,53,1,63.6300010681152,105.5,106,106.400001525879,106.900001525879,107.300003051758,107.599998474121,107.800003051758,108,108.300003051758,108.699996948242,109,109.300003051758,3.59999990463257,7.30000019073486,7.19999980926514,7.19999980926514,7.30000019073486,7.19999980926514,7.40000009536743,7.40000009536743,7.09999990463257,7.09999990463257,7.09999990463257,7,7,7.19999980926514,""4,119.50"",""4,178.40"",""4,261.40"",""4,321.80"",""4,220.30"",3933.19995117188,287.100006103516,""3,988.50"",218.800003051758,336.5,-117.699996948242,N/A,0,1,1,0,0,0,1,0,0,0,9.63000011444092,1,9.63000106811523,1,0";
"5305,Ronald Reagan,21-Feb-85,54,37,9,1,0,0,0,Duty Reductions on High Technology Products,Japan,""-46,152.00"",1,2,3,2,6,1,2,""Trade Act 1974, and Trade and Tariff Act 1984"",15,R,253,182,0,47,53,1,59.3499984741211,105.5,106,106.400001525879,106.900001525879,107.300003051758,107.599998474121,107.800003051758,108,108.300003051758,108.699996948242,109,109.300003051758,3.59999990463257,7.30000019073486,7.19999980926514,7.19999980926514,7.30000019073486,7.19999980926514,7.40000009536743,7.40000009536743,7.09999990463257,7.09999990463257,7.09999990463257,7,7,7.19999980926514,""4,119.50"",""4,178.40"",""4,261.40"",""4,321.80"",""4,220.30"",3933.19995117188,287.100006103516,""3,988.50"",218.800003051758,336.5,-117.699996948242,N/A,0,0,1,0,0,0,1,0,0,1,5.34999990463257,1,5.34999847412109,1,0";
"5308,Ronald Reagan,14-Mar-85,54,37,9,1,0,0,0,Designation of the Bahamas as a Caribbean Basin Economic Recovery Act Beneficiary,Bahamas,160,1,1,1,2,5,1,2,Caribbean Basin Economic Recovery Act,17,R,253,182,0,47,53,1,55.6300010681152,105.5,106,106.400001525879,106.900001525879,107.300003051758,107.599998474121,107.800003051758,108,108.300003051758,108.699996948242,109,109.300003051758,3.59999990463257,7.30000019073486,7.19999980926514,7.19999980926514,7.30000019073486,7.19999980926514,7.40000009536743,7.40000009536743,7.09999990463257,7.09999990463257,7.09999990463257,7,7,7.19999980926514,""4,119.50"",""4,178.40"",""4,261.40"",""4,321.80"",""4,220.30"",3933.19995117188,287.100006103516,""3,988.50"",218.800003051758,336.5,-117.699996948242,N/A,0,1,1,0,0,0,1,0,0,0,1.62999999523163,1,1.63000106811523,1,0";
"5313,Ronald Reagan,29-Mar-85,54,37,9,1,0,0,0,""Suspension and Modification of Import Fees on Certain Sugars, Sirups and Molasses"",None Listed,"""",2,1,1,2,6,1,2,Agricultural Adjustment Act 1933,12,R,253,182,0,47,53,1,52.2799987792969,105.5,106,106.400001525879,106.900001525879,107.300003051758,107.599998474121,107.800003051758,108,108.300003051758,108.699996948242,109,109.300003051758,3.59999990463257,7.30000019073486,7.19999980926514,7.19999980926514,7.30000019073486,7.19999980926514,7.40000009536743,7.40000009536743,7.09999990463257,7.09999990463257,7.09999990463257,7,7,7.19999980926514,""4,119.50"",""4,178.40"",""4,261.40"",""4,321.80"",""4,220.30"",3933.19995117188,287.100006103516,""3,988.50"",218.800003051758,336.5,-117.699996948242,N/A,0,1,1,0,0,0,1,0,0,1,-1.72000002861023,1,-1.72000122070313,1,0";
"5340,Ronald Reagan,17-May-85,54,37,9,1,0,0,0,Modification of Import Quotas on Certain Sugar Containing Articles,None Listed,"""",2,1,1,2,6,7,2,Agricultural Adjustment Act 1933,12,R,253,182,0,47,53,1,55.0999984741211,105.5,106,106.400001525879,106.900001525879,107.300003051758,107.599998474121,107.800003051758,108,108.300003051758,108.699996948242,109,109.300003051758,3.59999990463257,7.30000019073486,7.19999980926514,7.19999980926514,7.30000019073486,7.19999980926514,7.40000009536743,7.40000009536743,7.09999990463257,7.09999990463257,7.09999990463257,7,7,7.19999980926514,""4,119.50"",""4,178.40"",""4,261.40"",""4,321.80"",""4,220.30"",3933.19995117188,287.100006103516,""3,988.50"",218.800003051758,336.5,-117.699996948242,N/A,0,1,1,0,0,0,0,0,0,1,1.10000002384186,1,1.09999847412109,1,0";
"5354,Ronald Reagan,21-Jun-85,54,37,9,1,0,0,0,Increase in the Rates of Duty for Certain Pasta Articles From the European Economic Community,European Economic Community Countries,"""",3,1,1,1,6,1,2,Trade Act 1974,6,R,253,182,0,47,53,1,65.0100021362305,105.5,106,106.400001525879,106.900001525879,107.300003051758,107.599998474121,107.800003051758,108,108.300003051758,108.699996948242,109,109.300003051758,3.59999990463257,7.30000019073486,7.19999980926514,7.19999980926514,7.30000019073486,7.19999980926514,7.40000009536743,7.40000009536743,7.09999990463257,7.09999990463257,7.09999990463257,7,7,7.19999980926514,""4,119.50"",""4,178.40"",""4,261.40"",""4,321.80"",""4,220.30"",3933.19995117188,287.100006103516,""3,988.50"",218.800003051758,336.5,-117.699996948242,N/A,1,1,0,1,0,0,1,0,0,1,11.0100002288818,1,11.0100021362305,1,0";
"5363,Ronald Reagan,15-Aug-85,53,35,12,1,0,0,0,Modification of the Effective Date for Increased Rates of Duty for Certain Pasta Articles From the European Economic Community,European Economic Community Countries,"""",3,2,1,2,5,1,2,Trade Act 1974,6,R,253,182,0,47,53,1,65.3399963378906,105.5,106,106.400001525879,106.900001525879,107.300003051758,107.599998474121,107.800003051758,108,108.300003051758,108.699996948242,109,109.300003051758,3.59999990463257,7.30000019073486,7.19999980926514,7.19999980926514,7.30000019073486,7.19999980926514,7.40000009536743,7.40000009536743,7.09999990463257,7.09999990463257,7.09999990463257,7,7,7.19999980926514,""4,119.50"",""4,178.40"",""4,261.40"",""4,321.80"",""4,220.30"",3933.19995117188,287.100006103516,""3,988.50"",218.800003051758,336.5,-117.699996948242,N/A,0,0,1,1,0,0,1,0,0,0,12.3400001525879,1,12.3399963378906,1,0";
"5365,Ronald Reagan,30-Aug-85,53,35,12,1,0,0,0,""To Implement Reductions in U.S. Rates of Duty Pursuant to the United States-Israel Free Trade Area Agreement, and for Other Purposes"",""Israel, Antigua, Barbuda, Montserrat, Netherlands Antilles, St. Lucia, St. Vincent, and the Grenadines"",457.1,3,2,3,2,6,1,2,""Free Trade Area Implementation Act 1985, Caribbean Basin Economic Recovery Act, and Free Trade Act 1974"",17,R,253,182,0,47,53,1,61.6100006103516,105.5,106,106.400001525879,106.900001525879,107.300003051758,107.599998474121,107.800003051758,108,108.300003051758,108.699996948242,109,109.300003051758,3.59999990463257,7.30000019073486,7.19999980926514,7.19999980926514,7.30000019073486,7.19999980926514,7.40000009536743,7.40000009536743,7.09999990463257,7.09999990463257,7.09999990463257,7,7,7.19999980926514,""4,119.50"",""4,178.40"",""4,261.40"",""4,321.80"",""4,220.30"",3933.19995117188,287.100006103516,""3,988.50"",218.800003051758,336.5,-117.699996948242,N/A,0,0,1,0,0,0,1,0,0,1,8.60999965667725,1,8.61000061035156,1,0";
"5423,Ronald Reagan,20-Dec-85,53,35,12,1,0,0,0,Amending the Generalized System of Preferences,Portugal,148.5,1,1,1,2,4,4,2,Trade Act 1974,13,R,253,182,0,47,53,1,63.3899993896484,105.5,106,106.400001525879,106.900001525879,107.300003051758,107.599998474121,107.800003051758,108,108.300003051758,108.699996948242,109,109.300003051758,3.59999990463257,7.30000019073486,7.19999980926514,7.19999980926514,7.30000019073486,7.19999980926514,7.40000009536743,7.40000009536743,7.09999990463257,7.09999990463257,7.09999990463257,7,7,7.19999980926514,""4,119.50"",""4,178.40"",""4,261.40"",""4,321.80"",""4,220.30"",3933.19995117188,287.100006103516,""3,988.50"",218.800003051758,336.5,-117.699996948242,N/A,0,1,1,0,0,1,0,0,0,0,10.3900003433228,1,10.3899993896484,1,0";
"5425,Ronald Reagan,6-Jan-86,53,35,12,1,0,0,1,To Amend the Quantitative Limitations on Imports of Certain Cheeses,Uruguay,"""",1,1,1,2,6,1,2,""Trade Agreements Act 1979, Agricultural Adjustment Act 1933"",6,R,253,182,0,47,53,1,63.3899993896484,109.599998474121,109.300003051758,108.800003051758,108.599998474121,108.900001525879,109.5,109.5,109.699996948242,110.199996948242,110.300003051758,110.400001525879,110.5,1.89999997615814,6.69999980926514,7.19999980926514,7.19999980926514,7.09999990463257,7.19999980926514,7.19999980926514,7,6.90000009536743,7,7,6.90000009536743,6.6,7,""4,385.60"",""4,425.70"",""4,493.90"",""4,546.10"",""4,462.80"",4220.2998046875,242.5,""3,721.70"",227.199996948242,365.399993896484,-138.199996948242,N/A,0,1,1,1,0,0,1,0,0,1,10.3900003433228,1,10.3899993896484,1,0";
"5448,Ronald Reagan,16-Mar-86,53,35,12,1,0,0,1,Increase in the Rates of Duty on Certain Articles From Japan,Japan,""-55,029.40"",1,2,1,1,6,1,2,Trade Act 1974,17,R,253,182,0,47,53,1,63.0499992370606,109.599998474121,109.300003051758,108.800003051758,108.599998474121,108.900001525879,109.5,109.5,109.699996948242,110.199996948242,110.300003051758,110.400001525879,110.5,1.89999997615814,6.69999980926514,7.19999980926514,7.19999980926514,7.09999990463257,7.19999980926514,7.19999980926514,7,6.90000009536743,7,7,6.90000009536743,6.6,7,""4,385.60"",""4,425.70"",""4,493.90"",""4,546.10"",""4,462.80"",4220.2998046875,242.5,""3,721.70"",227.199996948242,365.399993896484,-138.199996948242,N/A,1,0,0,0,0,0,1,0,0,1,10.0500001907349,1,10.0499992370605,1,0";
"5452,Ronald Reagan,31-Mar-86,53,35,12,1,0,0,1,To Withdraw Preferential Treatment Under the Generalized System of Preferences for Certain Ethanol Mixtures,None Listed,"""",2,1,1,1,4,1,2,Trade Act 1974,17,R,253,182,0,47,53,1,63.0499992370606,109.599998474121,109.300003051758,108.800003051758,108.599998474121,108.900001525879,109.5,109.5,109.699996948242,110.199996948242,110.300003051758,110.400001525879,110.5,1.89999997615814,6.69999980926514,7.19999980926514,7.19999980926514,7.09999990463257,7.19999980926514,7.19999980926514,7,6.90000009536743,7,7,6.90000009536743,6.6,7,""4,385.60"",""4,425.70"",""4,493.90"",""4,546.10"",""4,462.80"",4220.2998046875,242.5,""3,721.70"",227.199996948242,365.399993896484,-138.199996948242,N/A,1,1,0,0,0,0,1,0,0,0,10.0500001907349,1,10.0499992370605,1,0";
"5453,Ronald Reagan,31-Mar-86,53,35,12,1,0,0,1,Amending the Generalized System of Preferences,None Listed,"""",3,1,1,1,4,1,2,Trade Act 1974 & TSUS,17,R,253,182,0,47,53,1,63.0499992370606,109.599998474121,109.300003051758,108.800003051758,108.599998474121,108.900001525879,109.5,109.5,109.699996948242,110.199996948242,110.300003051758,110.400001525879,110.5,1.89999997615814,6.69999980926514,7.19999980926514,7.19999980926514,7.09999990463257,7.19999980926514,7.19999980926514,7,6.90000009536743,7,7,6.90000009536743,6.6,7,""4,385.60"",""4,425.70"",""4,493.90"",""4,546.10"",""4,462.80"",4220.2998046875,242.5,""3,721.70"",227.199996948242,365.399993896484,-138.199996948242,N/A,1,1,0,0,0,0,1,0,0,0,10.0500001907349,1,10.0499992370605,1,0";
"5458,Ronald Reagan,11-Apr-86,42,37,21,1,0,0,1,To Designate Aruba as a Beneficiary Country for Purposes of the Generalized System of Preferences and the Caribbean Basin Recovery Act,Aruba,"""",1,1,1,2,4,4,2,""Trade Act 1974, and Caribbean Basin Economic Recovery Act"",13,R,253,182,0,47,53,1,61.5999984741211,109.599998474121,109.300003051758,108.800003051758,108.599998474121,108.900001525879,109.5,109.5,109.699996948242,110.199996948242,110.300003051758,110.400001525879,110.5,1.89999997615814,6.69999980926514,7.19999980926514,7.19999980926514,7.09999990463257,7.19999980926514,7.19999980926514,7,6.90000009536743,7,7,6.90000009536743,6.6,7,""4,385.60"",""4,425.70"",""4,493.90"",""4,546.10"",""4,462.80"",4220.2998046875,242.5,""3,721.70"",227.199996948242,365.399993896484,-138.199996948242,N/A,0,1,1,0,0,1,0,0,0,0,19.6000003814697,1,19.5999984741211,1,0";
"5478,Ronald Reagan,15-May-86,42,37,21,1,0,0,1,Imposition of Quantitative Restrictions on Imports of Certain Articles From the European Economic Community,""Spain, Portugal, and other European Economic Community Countries"",-87.2,3,2,3,1,6,1,2,Trade Act 1974,17,R,253,182,0,47,53,1,67.8399963378906,109.599998474121,109.300003051758,108.800003051758,108.599998474121,108.900001525879,109.5,109.5,109.699996948242,110.199996948242,110.300003051758,110.400001525879,110.5,1.89999997615814,6.69999980926514,7.19999980926514,7.19999980926514,7.09999990463257,7.19999980926514,7.19999980926514,7,6.90000009536743,7,7,6.90000009536743,6.6,7,""4,385.60"",""4,425.70"",""4,493.90"",""4,546.10"",""4,462.80"",4220.2998046875,242.5,""3,721.70"",227.199996948242,365.399993896484,-138.199996948242,N/A,1,0,1,0,0,0,1,0,0,1,25.8400001525879,1,25.8399963378906,1,0";
"5498,Ronald Reagan,6-Jun-86,42,37,21,1,0,0,1,Temporary Duty Increase on the Importation Into the United States of Wood Shingles and Shakes of Western Red Cedar,None Listed,"""",2,1,1,1,6,1,2,Trade Act 1974,17,R,253,182,0,47,53,1,67.5199966430664,109.599998474121,109.300003051758,108.800003051758,108.599998474121,108.900001525879,109.5,109.5,109.699996948242,110.199996948242,110.300003051758,110.400001525879,110.5,1.89999997615814,6.69999980926514,7.19999980926514,7.19999980926514,7.09999990463257,7.19999980926514,7.19999980926514,7,6.90000009536743,7,7,6.90000009536743,6.6,7,""4,385.60"",""4,425.70"",""4,493.90"",""4,546.10"",""4,462.80"",4220.2998046875,242.5,""3,721.70"",227.199996948242,365.399993896484,-138.199996948242,N/A,1,1,0,0,0,0,1,0,0,1,25.5200004577637,1,25.5199966430664,1,0";
"5564,Ronald Reagan,3-Nov-86,42,37,21,1,0,0,1,""United States Relations With the Northern Mariana Islands, Micronesia, and the Marshall Islands"",""Northern Mariana Islands, Micronesia, Marshall Islands, and Palau"","""",3,2,3,2,2,1,2,""Covenant to Establish a Commonwealth of the Northern Mariana Islands, and Joint Resolution to approve Compact of Free Association"",13,R,253,182,0,47,53,1,64.1500015258789,109.599998474121,109.300003051758,108.800003051758,108.599998474121,108.900001525879,109.5,109.5,109.699996948242,110.199996948242,110.300003051758,110.400001525879,110.5,1.89999997615814,6.69999980926514,7.19999980926514,7.19999980926514,7.09999990463257,7.19999980926514,7.19999980926514,7,6.90000009536743,7,7,6.90000009536743,6.6,7,""4,385.60"",""4,425.70"",""4,493.90"",""4,546.10"",""4,462.80"",4220.2998046875,242.5,""3,721.70"",227.199996948242,365.399993896484,-138.199996948242,N/A,0,0,1,0,0,0,1,0,0,0,22.1499996185303,1,22.1500015258789,1,0";
"5595,Ronald Reagan,30-Dec-86,42,37,21,1,0,0,1,Imposition of Temporary Surcharge on Imports of Certain Softwood Lumber Products From Canada,Canada,-22920.2,1,1,1,1,6,1,2,Trade Act 1974,17,R,253,182,0,47,53,1,52.5900001525879,109.599998474121,109.300003051758,108.800003051758,108.599998474121,108.900001525879,109.5,109.5,109.699996948242,110.199996948242,110.300003051758,110.400001525879,110.5,1.89999997615814,6.69999980926514,7.19999980926514,7.19999980926514,7.09999990463257,7.19999980926514,7.19999980926514,7,6.90000009536743,7,7,6.90000009536743,6.6,7,""4,385.60"",""4,425.70"",""4,493.90"",""4,546.10"",""4,462.80"",4220.2998046875,242.5,""3,721.70"",227.199996948242,365.399993896484,-138.199996948242,N/A,1,1,0,0,0,0,1,0,0,1,10.5900001525879,1,10.5900001525879,1,0";
"5601,Ronald Reagan,21-Jan-87,42,37,21,1,1,0,0,Imposition of Increased Tariffs on Imports of Certain Articles From the European Economic Community,""Spain, Portugal, and other European Economic Community Countries"",309.8,3,2,3,1,6,1,2,Trade Act 1974,17,R,258,177,0,47,53,1,48.3400001525879,111.199996948242,111.599998474121,112.099998474121,112.699996948242,113.099998474121,113.5,113.800003051758,114.400001525879,115,115.300003051758,115.400001525879,115.400001525879,3.59999990463257,6.59999990463257,6.59999990463257,6.59999990463257,6.30000019073486,6.30000019073486,6.19999980926514,6.09999990463257,6,5.90000009536743,6,5.80000019073486,5.7,6.19999980926514,""4,613.80"",""4,690.00"",""4,767.80"",""4,886.30"",""4,739.50"",4462.7998046875,276.700012207031,""3,847.00"",254.100006103516,406.200012207031,-152.100006103516,N/A,1,0,0,0,0,0,1,0,0,1,6.34000015258789,1,6.34000015258789,1,0";
"5610,Ronald Reagan,19-Feb-87,42,37,21,1,1,0,0,Restoration of the Application of Column 1 Rates of Duty of the Tariff Schedules of the United States to the Products of Poland,Poland,-57.3,1,2,1,2,3,1,2,""Trade Expansion Act 1962, and Trade Act 1974"",13,R,258,177,0,55,45,0,40.1699981689453,111.199996948242,111.599998474121,112.099998474121,112.699996948242,113.099998474121,113.5,113.800003051758,114.400001525879,115,115.300003051758,115.400001525879,115.400001525879,3.59999990463257,6.59999990463257,6.59999990463257,6.59999990463257,6.30000019073486,6.30000019073486,6.19999980926514,6.09999990463257,6,5.90000009536743,6,5.80000019073486,5.7,6.19999980926514,""4,613.80"",""4,690.00"",""4,767.80"",""4,886.30"",""4,739.50"",4462.7998046875,276.700012207031,""3,847.00"",254.100006103516,406.200012207031,-152.100006103516,N/A,0,0,1,0,0,0,1,0,1,0,-1.83000004291534,1,-1.83000183105469,1,1";
